segment_id	text	category	duration	path	whisper_transcript	norm_text	norm_whisper	Insertions	Original Word	Replacement	Deletions	Insertion_POS	Original_Word_POS	Deletion_POS	wer_score	Errors	Reference_Length	jw_score	run
AUD0000000007_S0001775	MISTRESS <EXCLAMATIONPOINT>	28	1.109375	AUD0000000007_S0001775.wav	 mistr	mistress	mistr		mistress	mistr			NOUN		1.0	1.0	1	0.925	model_t
YOU0000001377_S0000252	GUYS <COMMA> GUYS <EXCLAMATIONPOINT>	25	0.89001465	YOU0000001377_S0000252.wav	 offshore	guys guys	offshore		guys	offshore	guys		NOUN	NOUN	1.0	2.0	2	0.41203703703703703	model_t
YOU0000000171_S0006276	SAID MR <PERIOD> POLLY <PERIOD>	21	1.1992188	YOU0000000171_S0006276.wav	асett Mr. Polley	said mr polly	асett mr polley		polly, said	polley, асett			ADV, VERB		0.6666666666666666	2.0	3	0.764102564102564	model_t
YOU0000000549_S0000076	H TWO <PERIOD>	21	0.9000244	YOU0000000549_S0000076.wav	 Hey, Stu.	h two	hey stu		two, h	stu, hey			NUM, NOUN		1.0	2.0	2	0.5619047619047619	model_t
POD0000005244_S0000045	OR ARISTOTLE <COMMA>	18	1.3800049	POD0000005244_S0000045.wav	 We're LAURA Stradel.	or aristotle	we re laura stradel	stradel, laura	aristotle, or	re, we		PROPN, PROPN	PROPN, CCONJ		2.0	4.0	2	0.6623981319672879	model_t
AUD0000000012_S0000551	BUT THIS DID NOT DETRACT ANY THING FROM THE MERIT OF THE PRINCELY PROVIDER <PERIOD>	28	5.130127	AUD0000000012_S0000551.wav	 But this did not detract anything from the merit of the princely provider.	but this did not detract any thing from the merit of the princely provider	but this did not detract anything from the merit of the princely provider		any	anything	thing		PRON	NOUN	0.14285714285714285	2.0	14	0.9972919462699	model_t
YOU0000003946_S0000146	REGISTERS <COMMA>	21	0.9000244	YOU0000003946_S0000146.wav	 Registres.	registers	registres		registers	registres			NOUN		1.0	1.0	1	0.9916666666666667	model_t
POD0000001424_S0000430	YOCHAI MAITAL AND I WENT TO TALK TO HIM ABOUT THAT STORY <PERIOD>	6	3.090088	POD0000001424_S0000430.wav	 You're high-maintained talent I went to talk to him about that story.	yochai maital and i went to talk to him about that story	you re highmaintained talent i went to talk to him about that story	talent	and, maital, yochai	highmaintained, re, you		NOUN	CCONJ, PROPN, PROPN		0.3333333333333333	4.0	12	0.9381369407927151	model_t
YOU0000005628_S0000078	WHICH IS COINCIDENTALLY WHAT THE ATHLETES THAT HAVE TRAVELED TO CHATTANOOGA FOR THE TWO THOUSAND AND EIGHTEEN LITTLE DEBBIE IRONMAN WILL BE DOING TOMORROW AS A PART OF THE BACK-TO-BACK TWO POINT FOUR MILE SWIM <COMMA>	26	9.840027	YOU0000005628_S0000078.wav	 Which is coincidentally what the athletes that have traveled to Chattanooga for the 2018 Little Debbie Iron Man will be doing tomorrow. As a part of the back-to-back 2.4 miles swim.	which is coincidentally what the athletes that have traveled to chattanooga for the two thousand and eighteen little debbie ironman will be doing tomorrow as a part of the backtoback two point four mile swim	which is coincidentally what the athletes that have traveled to chattanooga for the two thousand and eighteen little debbie iron man will be doing tomorrow as a part of the backtoback twenty-four miles swim	man	point, two, ironman	miles, twenty-four, iron	mile, four	NOUN	VERB, NUM, NOUN	NOUN, NUM	0.17142857142857143	6.0	35	0.9910691265159485	model_t
AUD0000000515_S0001078	AND THERE THIS SHIELD WAS MADE FOR KING EVELAKE <COMMA>	28	3.3496094	AUD0000000515_S0001078.wav	 And there, this shield was made for King Evelite.	and there this shield was made for king evelake	and there this shield was made for king evelite		evelake	evelite			NOUN		0.1111111111111111	1.0	9	0.9829787234042554	model_t
AUD0000000007_S0001775	MISTRESS <EXCLAMATIONPOINT>	28	1.109375	AUD0000000007_S0001775.wav	 Mistress,	mistress	mistress								0.0	0.0	1	1.0	model_b
YOU0000001377_S0000252	GUYS <COMMA> GUYS <EXCLAMATIONPOINT>	25	0.89001465	YOU0000001377_S0000252.wav	 Guys, guys!	guys guys	guys guys								0.0	0.0	2	1.0	model_b
YOU0000000171_S0006276	SAID MR <PERIOD> POLLY <PERIOD>	21	1.1992188	YOU0000000171_S0006276.wav	 So Mr. Polly.	said mr polly	so mr polly		said	so			VERB		0.3333333333333333	1.0	3	0.9034965034965035	model_b
YOU0000000549_S0000076	H TWO <PERIOD>	21	0.9000244	YOU0000000549_S0000076.wav	 H2	h two	h2		h	h2	two		NOUN	NUM	1.0	2.0	2	0.5666666666666667	model_b
POD0000005244_S0000045	OR ARISTOTLE <COMMA>	18	1.3800049	POD0000005244_S0000045.wav	 We're Aristotle.	or aristotle	we re aristotle	re	or	we		VERB	CCONJ		1.0	2.0	2	0.8832889441287879	model_b
AUD0000000012_S0000551	BUT THIS DID NOT DETRACT ANY THING FROM THE MERIT OF THE PRINCELY PROVIDER <PERIOD>	28	5.130127	AUD0000000012_S0000551.wav	 But this did not detract anything from the merit of the princely provider.	but this did not detract any thing from the merit of the princely provider	but this did not detract anything from the merit of the princely provider		any	anything	thing		PRON	NOUN	0.14285714285714285	2.0	14	0.9972919462699	model_b
YOU0000003946_S0000146	REGISTERS <COMMA>	21	0.9000244	YOU0000003946_S0000146.wav	 Registries.	registers	registries		registers	registries			NOUN		1.0	1.0	1	0.9716666666666667	model_b
POD0000001424_S0000430	YOCHAI MAITAL AND I WENT TO TALK TO HIM ABOUT THAT STORY <PERIOD>	6	3.090088	POD0000001424_S0000430.wav	 You're Hi, MetaLyn, and I went to talk to him about that story.	yochai maital and i went to talk to him about that story	you re hi metalyn and i went to talk to him about that story	metalyn, hi	maital, yochai	re, you		PROPN, VERB	PROPN, PROPN		0.3333333333333333	4.0	12	0.9452716446383047	model_b
YOU0000005628_S0000078	WHICH IS COINCIDENTALLY WHAT THE ATHLETES THAT HAVE TRAVELED TO CHATTANOOGA FOR THE TWO THOUSAND AND EIGHTEEN LITTLE DEBBIE IRONMAN WILL BE DOING TOMORROW AS A PART OF THE BACK-TO-BACK TWO POINT FOUR MILE SWIM <COMMA>	26	9.840027	YOU0000005628_S0000078.wav	 Which is coincidentally what the athletes that have traveled to Chattanooga for the 2018 Little Debbie Ironman will be doing tomorrow as a part of the Back to Back 2.4 mile swim.	which is coincidentally what the athletes that have traveled to chattanooga for the two thousand and eighteen little debbie ironman will be doing tomorrow as a part of the backtoback two point four mile swim	which is coincidentally what the athletes that have traveled to chattanooga for the two thousand and eighteen little debbie ironman will be doing tomorrow as a part of the back to back twenty-four mile swim		four, point, two, backtoback	twenty-four, back, to, back			NUM, NOUN, NUM, NOUN		0.11428571428571428	4.0	35	0.992991638114028	model_b
AUD0000000515_S0001078	AND THERE THIS SHIELD WAS MADE FOR KING EVELAKE <COMMA>	28	3.3496094	AUD0000000515_S0001078.wav	 And there this shield was made for King Evelate.	and there this shield was made for king evelake	and there this shield was made for king evelate		evelake	evelate			NOUN		0.1111111111111111	1.0	9	0.9914893617021275	model_b
AUD0000000007_S0001775	MISTRESS <EXCLAMATIONPOINT>	28	1.109375	AUD0000000007_S0001775.wav	 Mistress!	mistress	mistress								0.0	0.0	1	1.0	model_s
YOU0000001377_S0000252	GUYS <COMMA> GUYS <EXCLAMATIONPOINT>	25	0.89001465	YOU0000001377_S0000252.wav	 Guys, guys!	guys guys	guys guys								0.0	0.0	2	1.0	model_s
YOU0000000171_S0006276	SAID MR <PERIOD> POLLY <PERIOD>	21	1.1992188	YOU0000000171_S0006276.wav	 Is that Mr. Paulie?	said mr polly	is that mr paulie	that	polly, said	paulie, is		PRON	ADV, VERB		1.0	3.0	3	0.7394564350346174	model_s
YOU0000000549_S0000076	H TWO <PERIOD>	21	0.9000244	YOU0000000549_S0000076.wav	 H2	h two	h2		h	h2	two		NOUN	NUM	1.0	2.0	2	0.5666666666666667	model_s
POD0000005244_S0000045	OR ARISTOTLE <COMMA>	18	1.3800049	POD0000005244_S0000045.wav	 Or Aristotle.	or aristotle	or aristotle								0.0	0.0	2	1.0	model_s
AUD0000000012_S0000551	BUT THIS DID NOT DETRACT ANY THING FROM THE MERIT OF THE PRINCELY PROVIDER <PERIOD>	28	5.130127	AUD0000000012_S0000551.wav	 But this did not detract anything from the merit of the princely provider.	but this did not detract any thing from the merit of the princely provider	but this did not detract anything from the merit of the princely provider		any	anything	thing		PRON	NOUN	0.14285714285714285	2.0	14	0.9972919462699	model_s
YOU0000003946_S0000146	REGISTERS <COMMA>	21	0.9000244	YOU0000003946_S0000146.wav	 Registers	registers	registers								0.0	0.0	1	1.0	model_s
POD0000001424_S0000430	YOCHAI MAITAL AND I WENT TO TALK TO HIM ABOUT THAT STORY <PERIOD>	6	3.090088	POD0000001424_S0000430.wav	 Yohai Meitah and I went to talk to him about that story.	yochai maital and i went to talk to him about that story	yohai meitah and i went to talk to him about that story		maital, yochai	meitah, yohai			PROPN, PROPN		0.16666666666666666	2.0	12	0.9760074888984626	model_s
YOU0000005628_S0000078	WHICH IS COINCIDENTALLY WHAT THE ATHLETES THAT HAVE TRAVELED TO CHATTANOOGA FOR THE TWO THOUSAND AND EIGHTEEN LITTLE DEBBIE IRONMAN WILL BE DOING TOMORROW AS A PART OF THE BACK-TO-BACK TWO POINT FOUR MILE SWIM <COMMA>	26	9.840027	YOU0000005628_S0000078.wav	 Which is coincidentally what the athletes that have traveled to Chattanooga for the 2018 Little Debbie Ironman will be doing tomorrow as a part of the back-to-back 2.4 mile swim.	which is coincidentally what the athletes that have traveled to chattanooga for the two thousand and eighteen little debbie ironman will be doing tomorrow as a part of the backtoback two point four mile swim	which is coincidentally what the athletes that have traveled to chattanooga for the two thousand and eighteen little debbie ironman will be doing tomorrow as a part of the backtoback twenty-four mile swim		two	twenty-four	four, point		NUM	NUM, NOUN	0.08571428571428572	3.0	35	0.9910451566395931	model_s
AUD0000000515_S0001078	AND THERE THIS SHIELD WAS MADE FOR KING EVELAKE <COMMA>	28	3.3496094	AUD0000000515_S0001078.wav	 And there, this shield was made for King Eval Lake.	and there this shield was made for king evelake	and there this shield was made for king eval lake	lake	evelake	eval		NOUN	NOUN		0.2222222222222222	2.0	9	0.9817334785440541	model_s
AUD0000000007_S0001775	MISTRESS <EXCLAMATIONPOINT>	28	1.109375	AUD0000000007_S0001775.wav	 Mistress!	mistress	mistress								0.0	0.0	1	1.0	model_m
YOU0000001377_S0000252	GUYS <COMMA> GUYS <EXCLAMATIONPOINT>	25	0.89001465	YOU0000001377_S0000252.wav	 Guys, guys!	guys guys	guys guys								0.0	0.0	2	1.0	model_m
YOU0000000171_S0006276	SAID MR <PERIOD> POLLY <PERIOD>	21	1.1992188	YOU0000000171_S0006276.wav	 So, Mr. Pauley,	said mr polly	so mr pauley		polly, said	pauley, so			ADV, VERB		0.6666666666666666	2.0	3	0.7846153846153846	model_m
YOU0000000549_S0000076	H TWO <PERIOD>	21	0.9000244	YOU0000000549_S0000076.wav	 H2.	h two	h2		h	h2	two		NOUN	NUM	1.0	2.0	2	0.5666666666666667	model_m
POD0000005244_S0000045	OR ARISTOTLE <COMMA>	18	1.3800049	POD0000005244_S0000045.wav	 Or Aristotle.	or aristotle	or aristotle								0.0	0.0	2	1.0	model_m
AUD0000000012_S0000551	BUT THIS DID NOT DETRACT ANY THING FROM THE MERIT OF THE PRINCELY PROVIDER <PERIOD>	28	5.130127	AUD0000000012_S0000551.wav	 But this did not detract anything from the merit of the princely provider.	but this did not detract any thing from the merit of the princely provider	but this did not detract anything from the merit of the princely provider		any	anything	thing		PRON	NOUN	0.14285714285714285	2.0	14	0.9972919462699	model_m
YOU0000003946_S0000146	REGISTERS <COMMA>	21	0.9000244	YOU0000003946_S0000146.wav	 Registers.	registers	registers								0.0	0.0	1	1.0	model_m
POD0000001424_S0000430	YOCHAI MAITAL AND I WENT TO TALK TO HIM ABOUT THAT STORY <PERIOD>	6	3.090088	POD0000001424_S0000430.wav	 Yochai Meytal and I went to talk to him about that story.	yochai maital and i went to talk to him about that story	yochai meytal and i went to talk to him about that story		maital	meytal			ADJ		0.08333333333333333	1.0	12	0.9856998251863784	model_m
YOU0000005628_S0000078	WHICH IS COINCIDENTALLY WHAT THE ATHLETES THAT HAVE TRAVELED TO CHATTANOOGA FOR THE TWO THOUSAND AND EIGHTEEN LITTLE DEBBIE IRONMAN WILL BE DOING TOMORROW AS A PART OF THE BACK-TO-BACK TWO POINT FOUR MILE SWIM <COMMA>	26	9.840027	YOU0000005628_S0000078.wav	 Which is coincidentally what the athletes that have traveled to Chattanooga for the 2018 Little Debbie Ironman will be doing tomorrow as a part of the back-to-back 2.4 mile swim.	which is coincidentally what the athletes that have traveled to chattanooga for the two thousand and eighteen little debbie ironman will be doing tomorrow as a part of the backtoback two point four mile swim	which is coincidentally what the athletes that have traveled to chattanooga for the two thousand and eighteen little debbie ironman will be doing tomorrow as a part of the backtoback twenty-four mile swim		two	twenty-four	four, point		NUM	NUM, NOUN	0.08571428571428572	3.0	35	0.9910451566395931	model_m
AUD0000000515_S0001078	AND THERE THIS SHIELD WAS MADE FOR KING EVELAKE <COMMA>	28	3.3496094	AUD0000000515_S0001078.wav	 And there this shield was made for King Evalate.	and there this shield was made for king evelake	and there this shield was made for king evalate		evelake	evalate			NOUN		0.1111111111111111	1.0	9	0.9822842789598109	model_m
AUD0000000007_S0001775	MISTRESS <EXCLAMATIONPOINT>	28	1.109375	AUD0000000007_S0001775.wav	 Mistress!	mistress	mistress								0.0	0.0	1	1.0	model_l
YOU0000001377_S0000252	GUYS <COMMA> GUYS <EXCLAMATIONPOINT>	25	0.89001465	YOU0000001377_S0000252.wav	 Guys, guys!	guys guys	guys guys								0.0	0.0	2	1.0	model_l
YOU0000000171_S0006276	SAID MR <PERIOD> POLLY <PERIOD>	21	1.1992188	YOU0000000171_S0006276.wav	 So, Mr. Pauly?	said mr polly	so mr pauly		polly, said	pauly, so			ADV, VERB		0.6666666666666666	2.0	3	0.8027972027972028	model_l
YOU0000000549_S0000076	H TWO <PERIOD>	21	0.9000244	YOU0000000549_S0000076.wav	 H2.	h two	h2		h	h2	two		NOUN	NUM	1.0	2.0	2	0.5666666666666667	model_l
POD0000005244_S0000045	OR ARISTOTLE <COMMA>	18	1.3800049	POD0000005244_S0000045.wav	 Or Aristotle.	or aristotle	or aristotle								0.0	0.0	2	1.0	model_l
AUD0000000012_S0000551	BUT THIS DID NOT DETRACT ANY THING FROM THE MERIT OF THE PRINCELY PROVIDER <PERIOD>	28	5.130127	AUD0000000012_S0000551.wav	 But this did not detract anything from the merit of the princely provider.	but this did not detract any thing from the merit of the princely provider	but this did not detract anything from the merit of the princely provider		any	anything	thing		PRON	NOUN	0.14285714285714285	2.0	14	0.9972919462699	model_l
YOU0000003946_S0000146	REGISTERS <COMMA>	21	0.9000244	YOU0000003946_S0000146.wav	 Registers.	registers	registers								0.0	0.0	1	1.0	model_l
POD0000001424_S0000430	YOCHAI MAITAL AND I WENT TO TALK TO HIM ABOUT THAT STORY <PERIOD>	6	3.090088	POD0000001424_S0000430.wav	 Yochai Mital and I went to talk to him about that story.	yochai maital and i went to talk to him about that story	yochai mital and i went to talk to him about that story		maital	mital			ADJ		0.08333333333333333	1.0	12	0.9964143668831169	model_l
